movieName;Metascore_w;Author;Summary;Sentiment;Abs_Increase
war-horse;7;grandpajoe6191;"[ ""I believe when Steven Spielberg was making \""War Horse\"" he was pulling out that mindset he used to make \""ET\"" and \""Saving Private Ryan\"". I guess I wasn't born it the early Spielberg era where his movies shone with pure passion and love, so honestly it was kinda cheesy to me. But the war portion of the movie was just great. It had strong imagery and visuals with messages saying the bad stuff about war. I know, it's all kinda old style but at least it was watchable so I still give it credit."" ]";0.09563492063492064;
the-adventures-of-tintin;7;grandpajoe6191;"[ ""\""The Adventures of Tintin\"" is like the animated version of Indiana Jones. Although the story is somewhat cliched in a sort of matter, it's the adventurous feeling and realistic characters that shine the movie. A good entertainment to watch with your kids."" ]";0.4555555555555556;
the-muppets;8;grandpajoe6191;"[ ""Before I watched this movie, I was expecting something like \""The Smurfs\"" or \""Garfield\"" you know, movies that I can mock and throw in 3's and 4's into my reviews. \""The Muppets\"" are pretty much in the same structure with both humans and muppets on screen with a cheesy 1950's musical look. But the core of the movie, where like \""Toy Story 3\"" the muppets realized they aren't the star anymore, is actually entertaining with plausible laughs and recalls sad memories of the old age muppet shows."" ]";0.0611111111111111;
immortals;4;grandpajoe6191;"[ ""Haha. What the **** Just simply, what the **** Don't get decieved by the posters ladies and gentlemen. Tarsem Singh's \""Immortals\"" isn't exactly like \""300\"", although it tries to be with it's rich visuals. It can never be like \""300\"" because of the crappiest Greek God script I've seen in YEARS. What kind of ****ing story flushes down characters like **** and adds fight scenes every 5 seconds? Haha, the movie gave me a good laugh though."" ]";0.1813131313131313;
moneyball;8;grandpajoe6191;"[ ""\""Moneyball\"" is a good film. As MarcDoyle said it's not a great film, but it's emotionally involving. Aaron Sorkin does a great job of this. He uses his witty clever words he did in \""The Social Network\"" and applies to Brad Pitt, in which allowing him to stand up at his best as Billy Beane, the man who let the crappy Oaklands Athletics team into historical victory. As much as this is a sports movie, it's also a movie to think carefully about."" ]";0.2636363636363637;
cowboys-aliens;6;grandpajoe6191;"[ ""Yes, the movie's plot is PREPOSTEROUS with a f*cking huge \""P\"". The mix of SF and the west was a impossible task for Jon Favreau (since he makes great movies that have shallow depth like Iron man). However surprisingly he succeeds in presenting a great movie thanks to the dark atmosphere with Daniel Craig and Harrison Ford's cool performances. Though I felt the 'Western\"" part of the movie was significantly stronger than the \""SF\"" and that the director could have just focused on the Western part and make the movie \""Cowboys\"" without the \""aliens\""."" ]";0.225;
kung-fu-panda-2;7;grandpajoe6191;"[ ""Eh...There really isn't much to say about \""Kung Fu Panda 2\"" compared to its prequel. I mean the action and comedies are great as well as the story, but everything sorta lacks of focus and consistency. Regardless of the cons, however, its still a great summer movie to watch with your kids."" ]";0.2575;
127-hours;9;grandpajoe6191;"[ ""With bizarre cinematography and a talk show like environment, what Danny Boyle announces to the audience in \""127 Hours\"" is not James Franco as the winner (Still, he was cool). He presents to us that, between all those blood, sweat, and urine spilled, its the perseverance of man that claims victory."" ]";0.375;
blue-valentine;9;grandpajoe6191;"[ ""Is there really such thing as eternal love? With excellent oscar-deserved performances from Ryan Gosling and Michelle Williams and a heartbreaking but brutally honest script and direction from Derek Cianfrance comes \""Blue Valentine\"", a harrowing film that examines the relationship between love and tim as broken people find and lose love for each other in a road leading to nowhere but pain and regret. An excellent movie that really makes you think about the questionable existence of true love."" ]";0.3173076923076923;
the-twilight-saga-eclipse;6;grandpajoe6191;"[ ""Although Bella's still the ignorant **** and the triangular romance is baffling as the HP one, \""Eclipse\"" is possibly the best Twilight movie so far. Using REAL action, an understandable story, and an slighter increase in character development the movie finally develops into something more of a mindless romance blockbuster, the appropriate title this **** up saga so craved for. Overall, with bitten lips, I'll recommend it."" ]";0.2277777777777777;
the-american;7;grandpajoe6191;"[ ""\""The American\"" is quite and poetic, like those old japanese samurai movies. The movie shoots the core of what its trying to say, giving a appeal to the heart rather than eye candy visuals. In the end, the audience who are more mature would definitely watch this."" ]";0.17916666666666667;
despicable-me;6;grandpajoe6191;"[ ""The puerile movie takes its chances on the comedy and humor rather than the story and characters. As a result \""Despicable Me\"" may sometimes be overly reactive to such preposterous comedies they create, but at least succeeds in making a mark in the innocent hearts of the young ones with its mellifluous tone."" ]";0.2;
the-social-network;8;grandpajoe6191;"[ ""Although the movie starts as where you would expect and end as you would expect, David Fincher's \""The Social Network\"" is heart warm and powerful, a perfect combination of Aaron Sorkin's witty script and David Fincher's smart direction. And yes, it is one of Oscar winning movies of the year."" ]";0.4496598639455783;
knight-and-day;5;grandpajoe6191;"[ ""\""Knight and Day\"" is a mediocre movie at it's best. The dialogue is either very \""Charade\""ish or slick talk with feasible words. The stars also may appeal to you or not. Tom cruise and Cameron Diaz may be a sexy couple or just aging veterans having their last screentime. It's a movie where I can't really judge with optimism; it's one of those movies where you decide it."" ]";0.12142857142857146;
valhalla-rising;8;grandpajoe6191;"[ ""Nicholas Winding Refn's \""Valhalla Rising\"" is quite, suspenseful, profound, and powerful. Its a movie strongly for the sophisticated audiences due to its silent dialogue and mind blowing scenes. I actually liked the smart director for providing us such viking movie in a time of explosions and guns. Kudos!!!"" ]";0.2005952380952381;
