movieName;Metascore_w;Author;Summary;Abs_Increase
beauty-and-the-beast-1991;10;MrMovieBuff;"[ ""To keep it short, Disney's 'Beauty and the Beast' is my favorite Disney animated movie ever. Everything about this movie is what you look for in a fine Disney animated movie. The animation is rich and stunning, the characters are so different and unique in their own way, and the songs are just wonderful... there is almost everything to love about this movie, it's hard not to be charmed by it. The movie starts off where we hear about a royal young prince who turns away an old and disfigured woman offering him a rose. He is repulsed by her appearance and she informs him that looks are not everything, but he chooses not to listen to her. Once her appearance changes into a beautiful young woman, he tried to apologize for his shallow behavior, but she saw that there was no good in him at all, and therefore transformed him into a hideous beast and all who lived in his castle were to be transformed into inanimate objects. The rose was magical, each time, a petal would fall which would count down his fate. He must find someone to fall in love with him as well as for him to fall in love before the final petal falls. If not, then he will remain a beast for all eternity, and the same goes for those who have become inanimate objects. We are then introduced to Belle (voiced by Paige O'Hara) who lives peacefully with her father Maurice (Rex Everhart) in a small village in France. Belle seems to stand out against the people in her village as she is the only girl who looks \""beautiful\"" (apparently, \""Belle\"" means \""Beauty\""), and everyone seems to think that she is odd. Belle loves literature, and always loves to dive into a book, that is, until she comes across an arrogant and vain man named Gaston (Richard White) and his sidekick, LeFou (Jesse Corti). Gaston plans to marry Belle, despite not having much respect for her well-being or privacy. One day, when Maurice travels to sell his invention, he comes across a gigantic castle where he meets a candle Maitre D named Lumiere (Jerry Orbach) and a clock Household staff Cogsworth (David Ogden Stiers). He also meets a teapot Cook named Mrs Potts (Angela Lansbury) who all welcome him in open arms. That is, until he comes across the hideous Beast (Robby Benson) who imprisons him for trespassing, when Belle finds out, she hurries along to save her father in sacrifice of her own freedom. The gang of objects sees this as an opportunity for the curse to be broken, and they try their best to teach the beast to be warm-hearted, kind and gentle to Belle, so she could fall in love with him and break the curse as soon as possible. This movie is as good as any Disney movie, ever... it's a worthy follow-up to 'The Little Mermaid' (1989) and perfectly matches the inspiration that Walt Disney himself influenced when he decided to adapt fairy-tales into animated musicals. The best songs here include; \""Be our Guest\"", \""Gaston\"", and of course, the enchanting and sweeping \""Beauty and the Beast\"" sung perfectly by the soothing voice of Angela Lansbury. The kind of song that lets your imagination run wild and the sequence with the ballroom is magnificently animated, the texture, the color combination of gold and midnight blue and the sweeping shots of Belle and the Beast dancing to the tune... it's Disney perfection!"", ""I could go on and on as to why this is my favorite Disney animated movie... but if you haven't seen the movie... watch it! You'll love the characters, you'll love the story and the songs. What's not to like?"" ]";1
captain-america-the-winter-soldier;10;MrMovieBuff;"[ ""'Captain America: The Winter Soldier' is, without a doubt, my favorite MCU movie since 'Iron Man' (2008), and I even rank this slightly above 'The Avengers' (2012)."", """", ""Chris Evans returns as the super soldier still trying to adapt to modern life. We see in the beginning that he meets up with a former soldier named Sam Wilson (Anthony Mackie), and they seem to really hit it off. Black Widow (Scarlett Johansson) also returns in the movie helping out the Captain on his missions as they try and rescue S.H.I.E.L.D. agents from terrorists in a very well crafted fight scene that takes place on a boat."", """", ""The Captain learns that Black Widow has been storing some mysterious data and confronts Director Nick Fury (Samuel L. Jackson) about it, they even have a conversation about trust, and who is more trust-worthy."", """", ""We also meet Alexander Pierce (Robert Redford), who is a member of the World Security Council and is very good friends with Fury."", """", ""It seems that things get out of hand when Fury ends up in a car chase incident that leads him directly to the mysterious \""Winter Soldier\"". The captain tries to track down this mysterious man with a metal arm, but it seems that he is so powerful and so quick, that he can even catch his shield. Nobody seems to know about this character, he has been around for decades it almost seems. The captain even goes as far as to say that \""he's a ghost story\""."", """", ""There are many intense moments throughout this entire film, this is a grounded political thriller, which is unlike Marvel, usually, you would expect some CGI spectacle with a crowd running away from flying air-crafts or aliens invading...but this movie, directed by Anthony Russo and Joe Russo, relies mainly on practical stunt work, some perfectly timed and perfectly choreographed fight scenes, and many, many moments of characters doing some questionable things, but it turns out they were doing it for good reason."", """", ""It's amazing as to how the tone shifted, in 'Captain America: The First Avenger' (2011), that was more of a retro, colorful, almost cliched war film...but it was very good. Here, you have a solid, edge-of-your-seat political thriller. Chris Evans distances himself away from that Johnny Storm role in the \""Fantastic Four\"" franchise he used to be a part of, now, he fully blends in as the self-righteous, hard-working soldier."", """", ""Both Evans and Johansson also have terrific chemistry, the way that the modern day Black Widow occasionally pokes fun at the 95 year old super soldier, and the way that they don't seem to trust each other at first, but must fight together to stop their enemies is all executed perfectly. The Russo brothers, clearly knew what they were doing."", """", ""Forget about the villain silliness of 'Iron Man 3' (2013), or even the CGI heavy 'Thor: The Dark World' (2013) (which I still liked)...Marvel has made, what could possibly be what 'The Dark Knight' (2008) was for the Batman character."", """", ""Solid storytelling, thrilling fight scenes, great action, a memorable villain...Marvel has made a perfect summer movie!"" ]";1
steve-jobs;10;MrMovieBuff;"[ ""'Steve Jobs' is a fantastic biopic that focuses on the key aspects of the life of the title character. Directed by Danny Boyle ('Trainspotting' and 'Slumdog Millionaire') and written by Aaron Sorkin ('The Social Network'), with a fantastic lead performance by Michael Fassbender, who should be able to score a \""Best Actor\"" nomination at the Academy Awards, 'Steve Jobs' is an engaging, and sometimes dramatic drama that opens our eyes to the Steve Jobs we see outside all of those WWDC presentations."", """", ""This movie is structured in the typical three-act method, from 1984 to 1988 and 1998. Kate Winslet plays Joanna Hoffman who assists Jobs throughout his career. She is there for him during his successes and during his downfalls. Seth Rogen plays Steve Wozniak, the co-founder of Apple Inc. next to Jobs. Their relationship is shown with tension to the point where I think Rogen might be able to get a nomination for \""Best Supporting Actor\""."", """", ""As an admirer of Steve Jobs as a technological giant, I was surprised to see the man outside all of that showmanship and seeing him as a struggling family man and businessman."", """", ""We mostly get a glimpse of Jobs' relationship with his daughter, Lisa. At first he denies time and time again that he is her father, and as she grows up, he starts to see that she means the most to him."", """", ""Fassbender may not physically resemble Steve Jobs, but I always knew his acting would outshine his appearance the same way Tom Hanks' performance outshone his appearance in 'Saving Mr. Banks' (2013) as Walt Disney. You may not see Fassbender as Jobs, you will not even see Fassbender, what you will see is a struggling businessman trying to cope keeping his family and friends together and making sacrifice after sacrifice."", """", ""All in all, this movie is intense and engaging, 'Steve Jobs' is one of the best movies of the year."" ]";1
prisoners;9;acaiberry;"[ ""Crime, thriller, drama? Want to be a detective for 2 and a half hours? Watch Prisoners as this is a personal favorite of mine. I watched this three times and I still would recommend it to anyone who is down for a intensely dark yet captivating movie. Let me tell you that this is not a first date, second date, or third date movie. This is for those who have made their bed and already considered how to handle situations like in this movie."", """", ""Music, there wasn't much music but the basic thriller orchestral stuff and any creepy beats that you can find in a serious film. Anyone watch \""Training Day\"" or anyone gone through a period of time of just pure uncertainty? Yeah, this is that film that will leave you speechless. You go through an internal struggle on how you feel about the characters. I always look out for the film to world connection and I believe you will realize what kind of person you are from the characters who in a sense are just like you and me."", """", ""Every time I have watched it with people, the room has been completely silent. YES INVITE THAT ANNOYING FRIEND. It's annoying-friend movie approved but don't invite the person who always looks at their phones. I don't get those people and this movie doesn't deserve that."", """", ""Acting wise, it's a stud cast but Hugh Jackman ain't wolverine in this one. Denis Villeneuve (director), I look forward to writing more reviews about your work. Your ability to write but not sacrifice the quality of screenplay impresses me. I appreciate that."", """", ""Word to describe: footsteps. Everyday life there are many things we do not pay attention to like footsteps. This movie forces the audience to analyze everything."" ]";1
crouching-tiger-hidden-dragon;10;acaiberry;"[ ""When I watch an action movie that has romance, I cringe because alot of times those two genres dont get mixed very well, but the director did such a wonderful job paying sooo much attention to the music, film setting, and the beauty that China has to offer. Yes, it is not that perfect in terms of predictability but you will get immersed in the interweaving plots that this movie has to offer. For me, it was quite relatable from the lessons that the director tried to convey. The fight scenes are of course classic and the acting is alright."", """", ""I'm giving this a 10 because this is a unique film in its genre that gives a real story instead of just 2 hrs of hardcore action"" ]";2
the-bfg;10;EpicLadySponge;"[ ""It's already not the end of 2016, yet this (in my opinion) is the best film everyone could see of this year. The story was actually clever, like I didn't even knew it was based on the book named the same thing, especially if it's coming from Steven Spielberg, a great director and filmmaker. The characters are all lovable (especially all the dumb giants you're randomly seeing), the visual effects feels stereoscopic, but that's not all. It's surely Disney, but it feels like it could be distributed by any film studio other than Disney. The best part about this is that it was released on my birthday. You could say.It's already not the end of 2016, yet this (in my opinion) is the best film everyone could see of this year. The story was actually clever, like I didn't even knew it was based on the book named the same thing, especially if it's coming from Steven Spielberg, a great director and filmmaker. The characters are all lovable (especially all the dumb giants you're randomly seeing), the visual effects feels stereoscopic, but that's not all. It's surely Disney, but it feels like it could be distributed by any film studio other than Disney. The best part about this is that it was released on my birthday. You could say... best birthday gift ever, right? Don't listen to those scrubs who think movies like Warcraft and Hardcore Henry could make the front page. This is instantly going to make to the front page. It's only recommended to those with no fear of giants, otherwise good luck with this film... best birthday gift ever, right? Don't listen to those scrubs who think movies like Warcraft and Hardcore Henry could make the front page. This is instantly going to make to the front page. It's only recommended to those with no fear of giants, otherwise good luck with this film."" ]";1
ghostbusters-2016;10;SimpsonFans;"[ ""I love this movie. The women in it are great together and all bring their own style of comedy that blends well with their cast members. I laughed throughout this film! Who doesn't love a movie that has amazingly smart women who turn-up as the heroines!"", """", ""Beyond the great comedic acting, the film makers sprinkled a lot from the previous movie in which was fantastic. There are cameos, there is the famed marshmallow man, basically same events happening. In a brilliant way, they still made the movie have it's own story-line while at the same time bringing back all the old stuff we love about the 1984 classic."", """", ""Very well done. I would pay theater money to see it again! Hopefully this cast continues making films together."" ]";1
waiting-for-lightning;10;SimpsonFans;"[ ""The critics who diminished this film because they didn't hear enough from Danny are selling the film short. I've seen just about all the recent films in this genre (Dogtown and Z-Boys, Riding Giants, Step into Liquid, etc.), and I think this one is highly inspirational in its own right. You hear enough from Danny to understand his motivations. And we hear so much from celebrities and athletes today (interviews, social media), it's almost refreshing to see a guy who lets his performances and his grace speak for him. The tragic losses of Danny's male role models definitely help mold who he is, for better or for worse, but he's an incredible role model for what hard work and persistence can do for you. For a guy who is afraid of heights to do what he does is really unthinkable. Good for DC for making the film happen, and I realize it's the nature of the beast, but the entire film had a Quicksilver/DC Shoes imprint on it which is a bit unusual for a feature film - and it detracted from my enjoyment, but only slightly. It was great seeing Rob Dyrdek and Ken Block supporting Danny on the Great Wall jump. And doing that jump for a second (\""third\"") time on the big day for \""personal satisfaction\"" is just the icing on the cake. It's what true artists and competitors in this game do. For fans of skating, this is a must-see blockbuster."" ]";1
hotel-for-dogs;10;SimpsonFans;[];1
space-chimps;10;SimpsonFans;"[ ""It's not a super clever and witty movie. It's not filled with depth. It's not what we've come to expect from our generation of movies after seeing Wall-E, Pixar's animated masterpiece. Adults will probably let out quite a bit of yawns, but it has some funny moments. And kids the target age will probably enjoy it. But it sure is very good."" ]";1
everyones-hero;10;SimpsonFans;[];1
over-the-hedge;10;SimpsonFans;"[ ""I didn't know there was a comic strip about it before this was made. I didn't even read it. anyway, this movie is way beyond good. its great. the animation kicks ass, the characters were well-done, and the songs were great. Over The Hedge is just the right CGI movie for people all around the world"" ]";1
ransom;10;SimpsonFans;[];1
cliffords-really-big-movie;10;SimpsonFans;[];1
timeline;10;SimpsonFans;[];1
the-matrix-revolutions;10;SimpsonFans;[];1
zoom;10;SimpsonFans;[];1
xxx;10;SimpsonFans;[];1
arthur-and-the-invisibles;10;SimpsonFans;"[ ""When Arthur(Freddy Highmore) first encounters Princess Selenia(Madonna), a beautiful and indelibly feminine, but nevertheless, creature, who could've been a figment of his raconteur grandfather's imagination; \""Arthur & the Invisibles\"" brought me back to my first movie star crush. Her name was Kira. She was a gelfing. She was the most beautiful...muppet, I had ever seen(way, way, way prettier than Miss Piggy). Even though \""Arthur & the Invisibles\"" largely covers the same terrain as \""Honey, I Shrunk the Kids\"", a scene like the one in which Arthur shares a rosebud-turned-bed with Princess Selenia, somewhat alleviates this formulaic film from the commercially-mandated instinct that it's noisy action in which audiences yearn for. The age difference between Arthur and Princess Selenia is provocative(they come close to kissing), but never sordid; always sweet. If \""Arthur & the Invisibles\"" had more ambition and artistry, the filmmaker could've chopped the running time of this first adventure(a tired story about recovering rubies to help save the farm), and reunited the age-challenged couple when Arthur got older. Princess Selenia isn't like the dragon in the Peter, Paul & Mary folksong(she's corporeal), but Arthur's affinity for this Minimoy may not last once he starts meeting human girls; which is what's intriguing, and potentially fatalistic, about Princess Selenia's promise that she'll wait for him."" ]";1
lilo-stitch;10;SimpsonFans;"[ ""~ALOHA~This is my favorite disney movie! It might be because I am Hawaiian but I love Lilo and Stitch, they are adorable characters. I also like it because it teaches people a little more about Hawaiian culture which is cool because not many people know a whole lot if anything about Hawaiian culture. Recommend this to people how good and beloved this is."" ]";1
scooby-doo;10;SimpsonFans;[];1
the-flintstones;10;SimpsonFans;"[ ""don't listen to the critics. I had a yabba yabba doo time watching this awesome compared movie to the animated TV series. the four actors who played the Flintstones and the Rubbles were great! Fred Flintstone is voiced by John Goodman (Monsters Inc.), Barney Rubble is voiced by Rick Moranis (Spaceballs, Honey, I Shrunk The Kids and Brother Bear), Wilma is voiced by Elizabeth Perkins (Finding Nemo and Big) and Betty is voiced by Rosie O'Donnell (Tarzan and Sleepless in Seattle). This sure is a great movie."" ]";1
joe-somebody;10;SimpsonFans;[];1
speed;10;SimpsonFans;"[ ""First off, I would give this movie a 9.5 out of 10. Acting was great. Keanu Reeves did a really good job. Score is intense. Adds to the intensity. Story is great. In the bus scenes seeing the action, mayhem, intensity happening it's just great. Overall, this is an amazing action film that you should see. It'll keep you on the edge of your seat. Highly recommended and very popular."" ]";1
3000-miles-to-graceland;10;SimpsonFans;"[ ""You know, everybody has just shot this movie down like it never should have been made. What most of yall failed to do was look at it from the producer's mind. The storyline was brilliant - robbing a casino during an Elvis impersonation. This could have happened and mite happen in REAL LIFE..but no one thought about it, except the producer and for that , y'all made it sound like he was a pedophile. Common what about all the other lame things that are happening in the US?? Getting back to the movie, the music was surreal, catchy and wild. Kevin & Kurt were just incredible. Its producers like Demian Lichtenstein & Quinten Tarrantino that make movies like Pulp Fiction & 3KM2G worth going to the movies. PS : By the way, Elvis wouldn't mind one bit."" ]";1
the-adventures-of-rocky-bullwinkle;10;SimpsonFans;"[ ""In my opinion, anyone who gives this movie a bad rating needs to remember what it was like growing up watching these characters. I saw the cartoons when they were in reruns (Hey, I'm only 27.) However, watching this movie reminded me of just how flat-out funny these guys were. The human casting was sheer brilliance, especially Robert De NIro as Fearless Leader. After seeing him in so many mob-related films, it was a refreshing change to see him basically making fun of himself. Piper Perabo was awesome in here. Rene Russo and Jason Alexander were absolutely hilarious as Boris Badenov and Natasha Fatale. I also enjoyed the wall-to-wall celebrity cameos such as John Goodman, Carl Reiner, Billy Crystal, and Whoopi Goldberg to name a few. Yes, some of the puns are dry. But, I found most of them to be absolutely hilarious. If I have one complaint about this film, it would be that it's no where near long enough. Otherwise, this is a great movie for the entire family."" ]";1
dinosaur;10;SimpsonFans;[];1
the-adventures-of-elmo-in-grouchland;10;SimpsonFans;[];1
chicken-run;10;SimpsonFans;"[ ""Chicken run is hilarious movie made by Dream Works just like Shrek, the chickens tries to get away from tweedy's farm with the plans they tried but failed, however ginger has a flying plan to escape from Mrs. Tweedy who plans to turned chickens into chicken pies. It's extreme. Extreme. See it."" ]";1
wild-wild-west;10;SimpsonFans;"[ ""A very strange, hilarious, and ultimately fun popcorn flick, don't believe all of the people who think cinema should be a serious, logical affair, just kick back and enjoy the skeleton-like mix of crazy machinery, random humor and some rather nice shots of the film"" ]";1
home-alone;10;SimpsonFans;[];1
the-purge-election-year;10;SimpsonFans;[];1
x-men-apocalypse;10;SimpsonFans;"[ ""A good and fun film with great fights and a decent plot line and some of the best fights in Xmen universe. This film is not as good as days of future past or first class,but with a other great Quicksilver and I personally think the best Wolverine sense every this is a great film to watch to have fun."" ]";1
spider-man-homecoming;10;MonkiReviews;"[ ""The best Marvel, and Spider-Man movie yet. The acting was amazing, they fit the parts perfectly. The villain was new, acted well, and his suit looked great. The story was fun interesting, funny, dramatic, and at one point it was emotional. The plot twists are great, especially the last 20 seconds. It is truly amazing, and a must watch for everyone."" ]";1
big-hero-6;10;MonkiReviews;[];1
pirates-of-the-caribbean-the-curse-of-the-black-pearl;10;MonkiReviews;"[ ""This may be my favorite movie of all time. The characters are funny, interesting, and acted amazingly. The story is very great also, with a new twist on classic pirate stories. The setting they created alone is worth a award, for making it feel real. I couldn't find anything wrong with it if I tried. You need to watch this if you haven't already, you won't be disappointed."" ]";1
